,Section,Instruction Mode,Class No,Enroll Stat,Open Seats,Wait List,Hour
597724,015 (DIS),In Person,26936,Open,40,-1,2021-11-17 02:00:00
597725,016 (DIS),In Person,26937,Open,40,-1,2021-11-17 02:00:00
609925,001 (LEC),In Person,26932,Open,120,-1,2021-11-17 03:00:00
609926,002 (LEC),In Person,24565,Open,120,-1,2021-11-17 03:00:00
609927,011 (DIS),In Person,22551,Open,40,-1,2021-11-17 03:00:00
609928,012 (DIS),In Person,23854,Open,40,-1,2021-11-17 03:00:00
609929,013 (DIS),In Person,23855,Open,40,-1,2021-11-17 03:00:00
609930,014 (DIS),In Person,26935,Open,40,-1,2021-11-17 03:00:00
609931,015 (DIS),In Person,26936,Open,40,-1,2021-11-17 03:00:00
609932,016 (DIS),In Person,26937,Open,40,-1,2021-11-17 03:00:00
623287,001 (LEC),In Person,26932,Open,120,-1,2021-11-17 04:00:00
623288,002 (LEC),In Person,24565,Open,120,-1,2021-11-17 04:00:00
623289,011 (DIS),In Person,22551,Open,40,-1,2021-11-17 04:00:00
623290,012 (DIS),In Person,23854,Open,40,-1,2021-11-17 04:00:00
623291,013 (DIS),In Person,23855,Open,40,-1,2021-11-17 04:00:00
623292,014 (DIS),In Person,26935,Open,40,-1,2021-11-17 04:00:00
623293,015 (DIS),In Person,26936,Open,40,-1,2021-11-17 04:00:00
623294,016 (DIS),In Person,26937,Open,40,-1,2021-11-17 04:00:00
633609,001 (LEC),In Person,26932,Open,120,-1,2021-11-17 05:00:00
633610,002 (LEC),In Person,24565,Open,120,-1,2021-11-17 05:00:00
633611,011 (DIS),In Person,22551,Open,40,-1,2021-11-17 05:00:00
633612,012 (DIS),In Person,23854,Open,40,-1,2021-11-17 05:00:00
633613,013 (DIS),In Person,23855,Open,40,-1,2021-11-17 05:00:00
633614,014 (DIS),In Person,26935,Open,40,-1,2021-11-17 05:00:00
633615,015 (DIS),In Person,26936,Open,40,-1,2021-11-17 05:00:00
633616,016 (DIS),In Person,26937,Open,40,-1,2021-11-17 05:00:00
652062,001 (LEC),In Person,26932,Open,120,-1,2021-11-17 06:00:00
652063,002 (LEC),In Person,24565,Open,120,-1,2021-11-17 06:00:00
652064,011 (DIS),In Person,22551,Open,40,-1,2021-11-17 06:00:00
652065,012 (DIS),In Person,23854,Open,40,-1,2021-11-17 06:00:00
652066,013 (DIS),In Person,23855,Open,40,-1,2021-11-17 06:00:00
652067,014 (DIS),In Person,26935,Open,40,-1,2021-11-17 06:00:00
652068,015 (DIS),In Person,26936,Open,40,-1,2021-11-17 06:00:00
652069,016 (DIS),In Person,26937,Open,40,-1,2021-11-17 06:00:00
665456,001 (LEC),In Person,26932,Open,120,-1,2021-11-17 16:00:00
665457,002 (LEC),In Person,24565,Open,120,-1,2021-11-17 16:00:00
665458,011 (DIS),In Person,22551,Open,40,-1,2021-11-17 16:00:00
665459,012 (DIS),In Person,23854,Open,40,-1,2021-11-17 16:00:00
665460,013 (DIS),In Person,23855,Open,40,-1,2021-11-17 16:00:00
665461,014 (DIS),In Person,26935,Open,40,-1,2021-11-17 16:00:00
665462,015 (DIS),In Person,26936,Open,40,-1,2021-11-17 16:00:00
665463,016 (DIS),In Person,26937,Open,40,-1,2021-11-17 16:00:00
678700,001 (LEC),In Person,26932,Open,120,-1,2021-11-17 18:00:00
678701,002 (LEC),In Person,24565,Open,120,-1,2021-11-17 18:00:00
678702,011 (DIS),In Person,22551,Open,40,-1,2021-11-17 18:00:00
678703,012 (DIS),In Person,23854,Open,40,-1,2021-11-17 18:00:00
678704,013 (DIS),In Person,23855,Open,40,-1,2021-11-17 18:00:00
678705,014 (DIS),In Person,26935,Open,40,-1,2021-11-17 18:00:00
678706,015 (DIS),In Person,26936,Open,40,-1,2021-11-17 18:00:00
678707,016 (DIS),In Person,26937,Open,40,-1,2021-11-17 18:00:00
695511,001 (LEC),In Person,26932,Open,120,-1,2021-11-17 19:00:00
695512,002 (LEC),In Person,24565,Open,120,-1,2021-11-17 19:00:00
695513,011 (DIS),In Person,22551,Open,40,-1,2021-11-17 19:00:00
695514,012 (DIS),In Person,23854,Open,40,-1,2021-11-17 19:00:00
695515,013 (DIS),In Person,23855,Open,40,-1,2021-11-17 19:00:00
695516,014 (DIS),In Person,26935,Open,40,-1,2021-11-17 19:00:00
695517,015 (DIS),In Person,26936,Open,40,-1,2021-11-17 19:00:00
695518,016 (DIS),In Person,26937,Open,40,-1,2021-11-17 19:00:00
706691,001 (LEC),In Person,26932,Open,120,-1,2021-11-17 20:00:00
706692,002 (LEC),In Person,24565,Open,120,-1,2021-11-17 20:00:00
706693,011 (DIS),In Person,22551,Open,40,-1,2021-11-17 20:00:00
706694,012 (DIS),In Person,23854,Open,40,-1,2021-11-17 20:00:00
706695,013 (DIS),In Person,23855,Open,40,-1,2021-11-17 20:00:00
706696,014 (DIS),In Person,26935,Open,40,-1,2021-11-17 20:00:00
706697,015 (DIS),In Person,26936,Open,40,-1,2021-11-17 20:00:00
706698,016 (DIS),In Person,26937,Open,40,-1,2021-11-17 20:00:00
722838,001 (LEC),In Person,26932,Open,120,-1,2021-11-17 21:00:00
722839,002 (LEC),In Person,24565,Open,120,-1,2021-11-17 21:00:00
722840,011 (DIS),In Person,22551,Open,40,-1,2021-11-17 21:00:00
722841,012 (DIS),In Person,23854,Open,40,-1,2021-11-17 21:00:00
722842,013 (DIS),In Person,23855,Open,40,-1,2021-11-17 21:00:00
722843,014 (DIS),In Person,26935,Open,40,-1,2021-11-17 21:00:00
722844,015 (DIS),In Person,26936,Open,40,-1,2021-11-17 21:00:00
722845,016 (DIS),In Person,26937,Open,40,-1,2021-11-17 21:00:00
735008,001 (LEC),In Person,26932,Open,120,-1,2021-11-17 22:00:00
735009,002 (LEC),In Person,24565,Open,120,-1,2021-11-17 22:00:00
735010,011 (DIS),In Person,22551,Open,40,-1,2021-11-17 22:00:00
735011,012 (DIS),In Person,23854,Open,40,-1,2021-11-17 22:00:00
735012,013 (DIS),In Person,23855,Open,40,-1,2021-11-17 22:00:00
735013,014 (DIS),In Person,26935,Open,40,-1,2021-11-17 22:00:00
735014,015 (DIS),In Person,26936,Open,40,-1,2021-11-17 22:00:00
735015,016 (DIS),In Person,26937,Open,40,-1,2021-11-17 22:00:00
745470,001 (LEC),In Person,26932,Open,120,-1,2021-11-17 23:00:00
745471,002 (LEC),In Person,24565,Open,120,-1,2021-11-17 23:00:00
745472,011 (DIS),In Person,22551,Open,40,-1,2021-11-17 23:00:00
745473,012 (DIS),In Person,23854,Open,40,-1,2021-11-17 23:00:00
745474,013 (DIS),In Person,23855,Open,40,-1,2021-11-17 23:00:00
745475,014 (DIS),In Person,26935,Open,40,-1,2021-11-17 23:00:00
745476,015 (DIS),In Person,26936,Open,40,-1,2021-11-17 23:00:00
745477,016 (DIS),In Person,26937,Open,40,-1,2021-11-17 23:00:00
759845,001 (LEC),In Person,26932,Open,120,-1,2021-11-18 00:00:00
759846,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 00:00:00
759847,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 00:00:00
759848,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 00:00:00
759849,013 (DIS),In Person,23855,Open,40,-1,2021-11-18 00:00:00
759850,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 00:00:00
759851,015 (DIS),In Person,26936,Open,40,-1,2021-11-18 00:00:00
759852,016 (DIS),In Person,26937,Open,40,-1,2021-11-18 00:00:00
777970,001 (LEC),In Person,26932,Open,120,-1,2021-11-18 01:00:00
777971,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 01:00:00
777972,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 01:00:00
777973,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 01:00:00
777974,013 (DIS),In Person,23855,Open,40,-1,2021-11-18 01:00:00
777975,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 01:00:00
777976,015 (DIS),In Person,26936,Open,40,-1,2021-11-18 01:00:00
777977,016 (DIS),In Person,26937,Open,40,-1,2021-11-18 01:00:00
786038,001 (LEC),In Person,26932,Open,120,-1,2021-11-18 02:00:00
786039,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 02:00:00
786040,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 02:00:00
786041,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 02:00:00
786042,013 (DIS),In Person,23855,Open,40,-1,2021-11-18 02:00:00
786043,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 02:00:00
786044,015 (DIS),In Person,26936,Open,40,-1,2021-11-18 02:00:00
786045,016 (DIS),In Person,26937,Open,40,-1,2021-11-18 02:00:00
797857,001 (LEC),In Person,26932,Open,120,-1,2021-11-18 03:00:00
797858,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 03:00:00
797859,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 03:00:00
797860,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 03:00:00
797861,013 (DIS),In Person,23855,Open,40,-1,2021-11-18 03:00:00
797862,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 03:00:00
797863,015 (DIS),In Person,26936,Open,40,-1,2021-11-18 03:00:00
797864,016 (DIS),In Person,26937,Open,40,-1,2021-11-18 03:00:00
815077,001 (LEC),In Person,26932,Open,120,-1,2021-11-18 04:00:00
815078,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 04:00:00
815079,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 04:00:00
815080,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 04:00:00
815081,013 (DIS),In Person,23855,Open,40,-1,2021-11-18 04:00:00
815082,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 04:00:00
815083,015 (DIS),In Person,26936,Open,40,-1,2021-11-18 04:00:00
815084,016 (DIS),In Person,26937,Open,40,-1,2021-11-18 04:00:00
828652,001 (LEC),In Person,26932,Open,120,-1,2021-11-18 05:00:00
828653,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 05:00:00
828654,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 05:00:00
828655,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 05:00:00
828656,013 (DIS),In Person,23855,Open,40,-1,2021-11-18 05:00:00
828657,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 05:00:00
828658,015 (DIS),In Person,26936,Open,40,-1,2021-11-18 05:00:00
828659,016 (DIS),In Person,26937,Open,40,-1,2021-11-18 05:00:00
850776,001 (LEC),In Person,26932,Open,120,-1,2021-11-18 07:00:00
850777,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 07:00:00
850778,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 07:00:00
850779,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 07:00:00
850780,013 (DIS),In Person,23855,Open,40,-1,2021-11-18 07:00:00
850781,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 07:00:00
850782,015 (DIS),In Person,26936,Open,40,-1,2021-11-18 07:00:00
850783,016 (DIS),In Person,26937,Open,40,-1,2021-11-18 07:00:00
867135,001 (LEC),In Person,26932,Open,120,-1,2021-11-18 09:00:00
867136,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 09:00:00
867137,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 09:00:00
867138,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 09:00:00
867139,013 (DIS),In Person,23855,Open,40,-1,2021-11-18 09:00:00
867140,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 09:00:00
867141,015 (DIS),In Person,26936,Open,40,-1,2021-11-18 09:00:00
867142,016 (DIS),In Person,26937,Open,40,-1,2021-11-18 09:00:00
873174,001 (LEC),In Person,26932,Open,120,-1,2021-11-18 10:00:00
873175,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 10:00:00
873176,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 10:00:00
873177,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 10:00:00
873178,013 (DIS),In Person,23855,Open,40,-1,2021-11-18 10:00:00
873179,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 10:00:00
873180,015 (DIS),In Person,26936,Open,40,-1,2021-11-18 10:00:00
873181,016 (DIS),In Person,26937,Open,40,-1,2021-11-18 10:00:00
891094,001 (LEC),In Person,26932,Open,120,-1,2021-11-18 11:00:00
891095,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 11:00:00
891096,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 11:00:00
891097,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 11:00:00
891098,013 (DIS),In Person,23855,Open,40,-1,2021-11-18 11:00:00
891099,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 11:00:00
891100,015 (DIS),In Person,26936,Open,40,-1,2021-11-18 11:00:00
891101,016 (DIS),In Person,26937,Open,40,-1,2021-11-18 11:00:00
901160,001 (LEC),In Person,26932,Open,120,-1,2021-11-18 12:00:00
901161,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 12:00:00
901162,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 12:00:00
901163,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 12:00:00
901164,013 (DIS),In Person,23855,Open,40,-1,2021-11-18 12:00:00
901165,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 12:00:00
901166,015 (DIS),In Person,26936,Open,40,-1,2021-11-18 12:00:00
901167,016 (DIS),In Person,26937,Open,40,-1,2021-11-18 12:00:00
921599,001 (LEC),In Person,26932,Open,118,-1,2021-11-18 13:00:00
921600,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 13:00:00
921601,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 13:00:00
921602,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 13:00:00
921603,013 (DIS),In Person,23855,Open,40,-1,2021-11-18 13:00:00
921604,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 13:00:00
921605,015 (DIS),In Person,26936,Open,39,-1,2021-11-18 13:00:00
921606,016 (DIS),In Person,26937,Open,39,-1,2021-11-18 13:00:00
929224,001 (LEC),In Person,26932,Open,117,-1,2021-11-18 14:00:00
929225,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 14:00:00
929226,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 14:00:00
929227,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 14:00:00
929228,013 (DIS),In Person,23855,Open,39,-1,2021-11-18 14:00:00
929229,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 14:00:00
929230,015 (DIS),In Person,26936,Open,39,-1,2021-11-18 14:00:00
929231,016 (DIS),In Person,26937,Open,39,-1,2021-11-18 14:00:00
942499,001 (LEC),In Person,26932,Open,117,-1,2021-11-18 15:00:00
942500,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 15:00:00
942501,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 15:00:00
942502,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 15:00:00
942503,013 (DIS),In Person,23855,Open,39,-1,2021-11-18 15:00:00
942504,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 15:00:00
942505,015 (DIS),In Person,26936,Open,39,-1,2021-11-18 15:00:00
942506,016 (DIS),In Person,26937,Open,39,-1,2021-11-18 15:00:00
958032,001 (LEC),In Person,26932,Open,117,-1,2021-11-18 16:00:00
958033,002 (LEC),In Person,24565,Open,120,-1,2021-11-18 16:00:00
958034,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 16:00:00
958035,012 (DIS),In Person,23854,Open,40,-1,2021-11-18 16:00:00
958036,013 (DIS),In Person,23855,Open,39,-1,2021-11-18 16:00:00
958037,014 (DIS),In Person,26935,Open,40,-1,2021-11-18 16:00:00
958038,015 (DIS),In Person,26936,Open,39,-1,2021-11-18 16:00:00
958039,016 (DIS),In Person,26937,Open,39,-1,2021-11-18 16:00:00
968904,001 (LEC),In Person,26932,Open,115,-1,2021-11-18 17:00:00
968905,002 (LEC),In Person,24565,Open,118,-1,2021-11-18 17:00:00
968906,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 17:00:00
968907,012 (DIS),In Person,23854,Open,39,-1,2021-11-18 17:00:00
968908,013 (DIS),In Person,23855,Open,39,-1,2021-11-18 17:00:00
968909,014 (DIS),In Person,26935,Open,39,-1,2021-11-18 17:00:00
968910,015 (DIS),In Person,26936,Open,38,-1,2021-11-18 17:00:00
968911,016 (DIS),In Person,26937,Open,38,-1,2021-11-18 17:00:00
989633,001 (LEC),In Person,26932,Open,113,-1,2021-11-18 18:00:00
989634,002 (LEC),In Person,24565,Open,119,-1,2021-11-18 18:00:00
989635,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 18:00:00
989636,012 (DIS),In Person,23854,Open,39,-1,2021-11-18 18:00:00
989637,013 (DIS),In Person,23855,Open,39,-1,2021-11-18 18:00:00
989638,014 (DIS),In Person,26935,Open,38,-1,2021-11-18 18:00:00
989639,015 (DIS),In Person,26936,Open,38,-1,2021-11-18 18:00:00
989640,016 (DIS),In Person,26937,Open,38,-1,2021-11-18 18:00:00
998693,001 (LEC),In Person,26932,Open,113,-1,2021-11-18 19:00:00
998694,002 (LEC),In Person,24565,Open,118,-1,2021-11-18 19:00:00
998695,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 19:00:00
998696,012 (DIS),In Person,23854,Open,39,-1,2021-11-18 19:00:00
998697,013 (DIS),In Person,23855,Open,38,-1,2021-11-18 19:00:00
998698,014 (DIS),In Person,26935,Open,38,-1,2021-11-18 19:00:00
998699,015 (DIS),In Person,26936,Open,38,-1,2021-11-18 19:00:00
998700,016 (DIS),In Person,26937,Open,38,-1,2021-11-18 19:00:00
1009761,001 (LEC),In Person,26932,Open,113,-1,2021-11-18 20:00:00
1009762,002 (LEC),In Person,24565,Open,117,-1,2021-11-18 20:00:00
1009763,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 20:00:00
1009764,012 (DIS),In Person,23854,Open,39,-1,2021-11-18 20:00:00
1009765,013 (DIS),In Person,23855,Open,38,-1,2021-11-18 20:00:00
1009766,014 (DIS),In Person,26935,Open,37,-1,2021-11-18 20:00:00
1009767,015 (DIS),In Person,26936,Open,38,-1,2021-11-18 20:00:00
1009768,016 (DIS),In Person,26937,Open,38,-1,2021-11-18 20:00:00
1031436,001 (LEC),In Person,26932,Open,113,-1,2021-11-18 21:00:00
1031437,002 (LEC),In Person,24565,Open,115,-1,2021-11-18 21:00:00
1031438,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 21:00:00
1031439,012 (DIS),In Person,23854,Open,39,-1,2021-11-18 21:00:00
1031440,013 (DIS),In Person,23855,Open,38,-1,2021-11-18 21:00:00
1031441,014 (DIS),In Person,26935,Open,37,-1,2021-11-18 21:00:00
1031442,015 (DIS),In Person,26936,Open,38,-1,2021-11-18 21:00:00
1031443,016 (DIS),In Person,26937,Open,36,-1,2021-11-18 21:00:00
1041512,001 (LEC),In Person,26932,Open,111,-1,2021-11-18 22:00:00
1041513,002 (LEC),In Person,24565,Open,115,-1,2021-11-18 22:00:00
1041514,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 22:00:00
1041515,012 (DIS),In Person,23854,Open,38,-1,2021-11-18 22:00:00
1041516,013 (DIS),In Person,23855,Open,38,-1,2021-11-18 22:00:00
1041517,014 (DIS),In Person,26935,Open,36,-1,2021-11-18 22:00:00
1041518,015 (DIS),In Person,26936,Open,38,-1,2021-11-18 22:00:00
1041519,016 (DIS),In Person,26937,Open,36,-1,2021-11-18 22:00:00
1056144,001 (LEC),In Person,26932,Open,111,-1,2021-11-18 23:00:00
1056145,002 (LEC),In Person,24565,Open,115,-1,2021-11-18 23:00:00
1056146,011 (DIS),In Person,22551,Open,40,-1,2021-11-18 23:00:00
1056147,012 (DIS),In Person,23854,Open,38,-1,2021-11-18 23:00:00
1056148,013 (DIS),In Person,23855,Open,38,-1,2021-11-18 23:00:00
1056149,014 (DIS),In Person,26935,Open,36,-1,2021-11-18 23:00:00
1056150,015 (DIS),In Person,26936,Open,38,-1,2021-11-18 23:00:00
1056151,016 (DIS),In Person,26937,Open,36,-1,2021-11-18 23:00:00
1066499,001 (LEC),In Person,26932,Open,106,-1,2021-11-19 00:00:00
1066500,002 (LEC),In Person,24565,Open,115,-1,2021-11-19 00:00:00
1066501,011 (DIS),In Person,22551,Open,40,-1,2021-11-19 00:00:00
1066502,012 (DIS),In Person,23854,Open,37,-1,2021-11-19 00:00:00
1066503,013 (DIS),In Person,23855,Open,36,-1,2021-11-19 00:00:00
1066504,014 (DIS),In Person,26935,Open,36,-1,2021-11-19 00:00:00
1066505,015 (DIS),In Person,26936,Open,37,-1,2021-11-19 00:00:00
1066506,016 (DIS),In Person,26937,Open,35,-1,2021-11-19 00:00:00
1080090,001 (LEC),In Person,26932,Open,106,-1,2021-11-19 01:00:00
1080091,002 (LEC),In Person,24565,Open,115,-1,2021-11-19 01:00:00
1080092,011 (DIS),In Person,22551,Open,40,-1,2021-11-19 01:00:00
1080093,012 (DIS),In Person,23854,Open,37,-1,2021-11-19 01:00:00
1080094,013 (DIS),In Person,23855,Open,36,-1,2021-11-19 01:00:00
1080095,014 (DIS),In Person,26935,Open,36,-1,2021-11-19 01:00:00
1080096,015 (DIS),In Person,26936,Open,37,-1,2021-11-19 01:00:00
1080097,016 (DIS),In Person,26937,Open,35,-1,2021-11-19 01:00:00
1092675,001 (LEC),In Person,26932,Open,106,-1,2021-11-19 02:00:00
1092676,002 (LEC),In Person,24565,Open,115,-1,2021-11-19 02:00:00
1092677,011 (DIS),In Person,22551,Open,40,-1,2021-11-19 02:00:00
1092678,012 (DIS),In Person,23854,Open,37,-1,2021-11-19 02:00:00
1092679,013 (DIS),In Person,23855,Open,36,-1,2021-11-19 02:00:00
1092680,014 (DIS),In Person,26935,Open,36,-1,2021-11-19 02:00:00
1092681,015 (DIS),In Person,26936,Open,37,-1,2021-11-19 02:00:00
1092682,016 (DIS),In Person,26937,Open,35,-1,2021-11-19 02:00:00
1105390,001 (LEC),In Person,26932,Open,106,-1,2021-11-19 03:00:00
1105391,002 (LEC),In Person,24565,Open,115,-1,2021-11-19 03:00:00
1105392,011 (DIS),In Person,22551,Open,40,-1,2021-11-19 03:00:00
1105393,012 (DIS),In Person,23854,Open,37,-1,2021-11-19 03:00:00
1105394,013 (DIS),In Person,23855,Open,36,-1,2021-11-19 03:00:00
1105395,014 (DIS),In Person,26935,Open,36,-1,2021-11-19 03:00:00
1105396,015 (DIS),In Person,26936,Open,37,-1,2021-11-19 03:00:00
1105397,016 (DIS),In Person,26937,Open,35,-1,2021-11-19 03:00:00
1120096,001 (LEC),In Person,26932,Open,106,-1,2021-11-19 04:00:00
1120097,002 (LEC),In Person,24565,Open,115,-1,2021-11-19 04:00:00
1120098,011 (DIS),In Person,22551,Open,40,-1,2021-11-19 04:00:00
1120099,012 (DIS),In Person,23854,Open,37,-1,2021-11-19 04:00:00
1120100,013 (DIS),In Person,23855,Open,36,-1,2021-11-19 04:00:00
1120101,014 (DIS),In Person,26935,Open,36,-1,2021-11-19 04:00:00
1120102,015 (DIS),In Person,26936,Open,37,-1,2021-11-19 04:00:00
1120103,016 (DIS),In Person,26937,Open,35,-1,2021-11-19 04:00:00
1135215,001 (LEC),In Person,26932,Open,106,-1,2021-11-19 05:00:00
1135216,002 (LEC),In Person,24565,Open,115,-1,2021-11-19 05:00:00
1135217,011 (DIS),In Person,22551,Open,40,-1,2021-11-19 05:00:00
1135218,012 (DIS),In Person,23854,Open,37,-1,2021-11-19 05:00:00
1135219,013 (DIS),In Person,23855,Open,36,-1,2021-11-19 05:00:00
1135220,014 (DIS),In Person,26935,Open,36,-1,2021-11-19 05:00:00
1135221,015 (DIS),In Person,26936,Open,37,-1,2021-11-19 05:00:00
1135222,016 (DIS),In Person,26937,Open,35,-1,2021-11-19 05:00:00
1145799,001 (LEC),In Person,26932,Open,106,-1,2021-11-19 06:00:00
1145800,002 (LEC),In Person,24565,Open,115,-1,2021-11-19 06:00:00
1145801,011 (DIS),In Person,22551,Open,40,-1,2021-11-19 06:00:00
1145802,012 (DIS),In Person,23854,Open,37,-1,2021-11-19 06:00:00
1145803,013 (DIS),In Person,23855,Open,36,-1,2021-11-19 06:00:00
1145804,014 (DIS),In Person,26935,Open,36,-1,2021-11-19 06:00:00
1145805,015 (DIS),In Person,26936,Open,37,-1,2021-11-19 06:00:00
1145806,016 (DIS),In Person,26937,Open,35,-1,2021-11-19 06:00:00
1161660,001 (LEC),In Person,26932,Open,106,-1,2021-11-19 07:00:00
1161661,002 (LEC),In Person,24565,Open,115,-1,2021-11-19 07:00:00
1161662,011 (DIS),In Person,22551,Open,40,-1,2021-11-19 07:00:00
1161663,012 (DIS),In Person,23854,Open,37,-1,2021-11-19 07:00:00
1161664,013 (DIS),In Person,23855,Open,36,-1,2021-11-19 07:00:00
1161665,014 (DIS),In Person,26935,Open,36,-1,2021-11-19 07:00:00
1161666,015 (DIS),In Person,26936,Open,37,-1,2021-11-19 07:00:00
1161667,016 (DIS),In Person,26937,Open,35,-1,2021-11-19 07:00:00
1177866,001 (LEC),In Person,26932,Open,106,-1,2021-11-19 08:00:00
1177867,002 (LEC),In Person,24565,Open,115,-1,2021-11-19 08:00:00
1177868,011 (DIS),In Person,22551,Open,40,-1,2021-11-19 08:00:00
1177869,012 (DIS),In Person,23854,Open,37,-1,2021-11-19 08:00:00
